question_id,question,evidence,difficulty,generation_time_formatted,generation_time_seconds
494,สำหรับการ์ดทั้งหมดที่แสดงโดย Jim Pavelec และอธิบายข้อความของการพิจารณาคดีของการ์ดเหล่านี้ การ์ดเหล่านี้มีคุณสมบัติและค่าที่เสื่อมโทรมหรือลดลงหรือไม่,การ์ดทั้งหมดที่แสดงโดย Jim Pavelec อ้างถึงศิลปิน = 'Jim Pavelec'; ข้อความของการพิจารณาคดีหมายถึงข้อความ; การ์ดมีคุณสมบัติและค่าที่เสื่อมโทรมหรือเสื่อมสภาพหาก hascontentWarning = 1 อื่น ๆ มันไม่มี;,challenging,26.53 วินาที,26.529180765151978
495,"วันที่วางจำหน่ายสำหรับชุดใด ""การอพยพ"" ในการ์ด?","""การอพยพ"" หมายถึงชื่อ = 'การอพยพ'; วันที่วางจำหน่ายหมายถึงการเผยแพร่",simple,18.66 วินาที,18.664520978927612
496,"มีการ์ดจำนวนเท่าใดในชุดของ ""Rinascita di Alara""?","จำนวนการ์ดหมายถึง basesetsize; ชุดของ ""Rinascita di Alara"" หมายถึงการแปล = 'Rinascita di Alara'",simple,19.73 วินาที,19.734987020492554
497,"แสดงรายการประเภทการขยายตัวของชุด ""huitièmeÉdition""","ชุด ""huitièmeédition"" หมายถึงการแปล = 'huitièmeédition'; ประเภทการขยายหมายถึงพิมพ์",simple,18.01 วินาที,18.01040291786194
498,"ชื่อภาษาฝรั่งเศสของชุดการ์ดที่มี ""สะพานน้ำแข็ง"" อยู่ในภาษาฝรั่งเศสคืออะไร?","ภาษาฝรั่งเศสหมายถึงภาษา = 'ฝรั่งเศส'; ""Tendo Ice Bridge"" เป็นชื่อที่แปลของการ์ด ชื่อแปลหมายถึงการแปล",moderate,24.44 วินาที,24.439852952957153
499,"มีการแปลชื่อชุด ""Tenth Edition"" กี่ชุด?","การแปลชื่อหมายถึงการแปล; การแปลไม่ใช่โมฆะ ตั้ง ""Salvat 2011"" หมายถึง Name = 'Tenth Edition'",moderate,18.70 วินาที,18.702110052108765
500,"บอกชื่อญี่ปุ่นของชุดว่าการ์ด ""Fellwar Stone"" อยู่ในนั้น","ชื่อญี่ปุ่นหมายถึงภาษา = 'ญี่ปุ่น'; การ์ด ""Fellwar Stone"" หมายถึงชื่อ = 'Stone Stone'",moderate,25.39 วินาที,25.393730640411377
501,ชื่อการ์ดใดในชุด 'การเดินทางสู่เส้นทางของ Nyx Hero' มีค่ามานาที่ได้รับการดัดแปลงสูงสุด,ตั้ง 'การเดินทางสู่เส้นทางของ Nyx Hero' หมายถึง Name = 'Journey Into Nyx Hero' Path ',moderate,19.76 วินาที,19.76030397415161
502,"วันที่วางจำหน่ายสำหรับชุด ""Ola de Frío"" คืออะไร?","วันที่วางจำหน่ายคือวันที่ของชุดบัตรที่ถูกปล่อยออกมา; ตั้งค่า ""Ola de Frío"" หมายถึงการแปล = 'Ola de Frío'",simple,18.58 วินาที,18.57553195953369
503,"ประเภทการขยายตัวสำหรับชุดใดการ์ด ""Samite Pilgrim"" ในนั้นคืออะไร?","ประเภทการขยายหมายถึงพิมพ์ การ์ด ""Samite Pilgrim"" หมายถึง Name = 'Samite Pilgrim'",simple,22.09 วินาที,22.085346221923828
504,มีการ์ดกี่ใบในชุด 'World Championship Decks 2004' ด้วยค่ามานาที่ได้รับการดัดแปลงเป็น '3',ชุด 'World Championship Decks 2004' หมายถึง Name = 'World Championship Decks 2004',simple,22.45 วินาที,22.445677042007446
505,"แสดงการแปลภาษาจีนที่เรียบง่ายของชื่อของชุด ""Mirrodin""?","การแปลภาษาจีนแบบง่าย ๆ หมายถึงภาษา = 'ภาษาจีนง่ายๆ'; ชื่อของชุด ""mirrodin"" หมายถึง name = 'mirrodin'",moderate,19.77 วินาที,19.765549659729004
506,สำหรับชุดการ์ดทั้งหมดที่มีการแปลภาษาญี่ปุ่นเปอร์เซ็นต์ของพวกเขามีเฉพาะในไม่ใช่ฟอยล์เท่านั้น?,"การแปลภาษาญี่ปุ่นหมายถึงภาษา = 'ญี่ปุ่น'; ใน non-foil หมายถึง isnonfoilonly = 1; เปอร์เซ็นต์ของฟอยล์ที่ไม่ใช่ฟอยล์ญี่ปุ่นในการ์ดญี่ปุ่นหมายถึงการแบ่ง (ผลรวม (isnonfoilonly = 1), sum (language = 'ญี่ปุ่น'))*100",challenging,34.52 วินาที,34.51788902282715
507,สำหรับชุดการ์ดทั้งหมดที่มีการแปลภาษาโปรตุเกสของบราซิลเปอร์เซ็นต์ของพวกเขาคืออะไรออนไลน์เท่านั้น?,"การแปลภาษาโปรตุเกสของบราซิลหมายถึงภาษา = 'โปรตุเกส (บราซิล)'; ออนไลน์ที่มีอยู่เท่านั้นอ้างอิงถึง isonlineOnly = 1; เปอร์เซ็นต์ของออนไลน์เฉพาะบราซิลโปรตุเกสในบัตรโปรตุเกสของบราซิลทั้งหมดหมายถึงการหาร (ผลรวม (isonlineOnly = 1), sum (language = 'portuguese (บราซิล)))*100",challenging,32.33 วินาที,32.32770609855652
508,ประเภทการพิมพ์ที่มีอยู่ของการ์ดที่ไม่มีกล่องข้อความที่สร้างโดย Aleksi Briclot คืออะไร?,สร้างโดย Aleksi Briclot หมายถึง Artist = 'Aleksi Briclot'; ไม่มีกล่องข้อความหมายถึง istextless = 1; ประเภทการพิมพ์ที่มีอยู่หมายถึงความพร้อมใช้งาน,moderate,20.22 วินาที,20.2237491607666
509,ID ที่ไม่ซ้ำกันของชุดที่มีจำนวนการ์ดสูงสุดคืออะไร?,จำนวนการ์ดสูงสุดหมายถึง Max (basesetize); ID ที่ไม่ซ้ำกันหมายถึง ID,simple,18.35 วินาที,18.347389936447144
510,ในบรรดาการ์ดที่ไม่มีใบหน้าหลายหน้าบนการ์ดใบเดียวกันใครเป็นนักวาดภาพประกอบของการ์ดการ์ดที่มีค่าใช้จ่ายสูงสุดของมานาที่แปลงแล้ว?,ไม่มีหลายใบหน้าที่อ้างถึงด้านข้างเป็นโมฆะ นักวาดภาพประกอบหมายถึงศิลปิน,simple,19.90 วินาที,19.901103734970093
511,เอฟเฟกต์เฟรมภาพที่พบบ่อยที่สุดในหมู่ฟอยล์ที่ทรงพลังอย่างไม่น่าเชื่อคืออะไร?,เมื่อทั้ง cardkingdomfoilidid และ cardkingdomid ไม่เป็นโมฆะฟอยล์นี้มีพลังอย่างไม่น่าเชื่อ เอฟเฟกต์เฟรมภาพที่พบมากที่สุดหมายถึงสูงสุด (frameeffects),moderate,20.68 วินาที,20.67914605140686
512,มีไพ่ที่มีพลังที่ไม่รู้จักจำนวนเท่าใดที่ไม่สามารถพบได้ในฟอยล์อยู่ในดาดฟ้าดวล A?,พลังงานที่ไม่รู้จักหมายถึงพลังงานคือ Null หรือ Power = '*'; ไม่พบในฟอยล์หมายถึง hasfoil = 0; Duel Deck A หมายถึง DuelDeck = 'A',simple,21.43 วินาที,21.429152011871338
513,ในบรรดาชุดที่มีประเภทการขยายตัวเป็นผู้บัญชาการซึ่งมีจำนวนบัตรทั้งหมดสูงสุดรวมถึงการส่งเสริมการขายและผลิตภัณฑ์เสริมที่เกี่ยวข้อง แต่ไม่รวมการปรับเปลี่ยนการเล่นแร่แปรธาตุ? ระบุ ID ของชุด,ประเภทการขยายหมายถึงพิมพ์โดยที่ประเภท = 'ผู้บัญชาการ'; TotalsetSize: จำนวนบัตรทั้งหมดในชุดรวมถึงผลิตภัณฑ์เสริมและผลิตภัณฑ์เสริมที่เกี่ยวข้อง แต่ไม่รวมการปรับเปลี่ยนการเล่นแร่แปรธาตุ จำนวนทั้งหมดสูงสุดของการ์ดหมายถึง Max (TotalsetSize),challenging,20.45 วินาที,20.4548659324646
514,ในการดวลการ์ด 10 อันดับแรกที่มีค่ามานาที่เปิดเผยสูงสุดคืออะไร?,DUELS อ้างถึง format = 'Duel'; ต้นทุนมานาที่เปิดกว้างที่สุดหมายถึง Max (Manacost),simple,18.70 วินาที,18.701781034469604
515,การ์ดตำนานที่เก่าแก่ที่สุดถูกปล่อยออกมาเมื่อใดและรูปแบบการเล่นทางกฎหมายคืออะไร?,การ์ดที่เก่าแก่ที่สุดหมายถึง min (OriginalReleesate); การ์ดตำนานหมายถึง rarity = 'mythic'; การเล่นทางกฎหมายหมายถึงสถานะ = 'กฎหมาย'; รูปแบบการเล่นหมายถึงรูปแบบ,moderate,25.52 วินาที,25.518925666809082
516,Volkan Baçµa มีไพ่กี่ใบที่ภาษาต่างประเทศเป็นภาษาฝรั่งเศส?,Volkan Baçµa หมายถึงศิลปิน = 'Volkan Baǵa'; ภาษาต่างประเทศเป็นภาษาฝรั่งเศสหมายถึงภาษา = 'ฝรั่งเศส',moderate,21.64 วินาที,21.642777919769287
517,มีการ์ดมากมายที่มีความอุดมสมบูรณ์มากมายที่มีสถานะการเล่นรูปแบบทั้งหมดถูกกฎหมาย?,หายากหมายถึง rarity = 'หายาก'; บัตร Enchantment หมายถึงประเภท = 'Enchantment'; การ์ดความอุดมสมบูรณ์หมายถึงชื่อ = 'ความอุดมสมบูรณ์'; สถานะรูปแบบทั้งหมดถูกกฎหมายหมายถึงสถานะ = 'กฎหมาย',moderate,22.94 วินาที,22.938085794448853
518,รูปแบบการเล่นใดที่มีสถานะแบนจำนวนสูงสุด ระบุรูปแบบการเล่นและชื่อของการ์ดทั้งหมดตรงตามเงื่อนไข,รูปแบบการเล่นหมายถึงรูปแบบ สถานะห้ามหมายถึงสถานะ = 'แบน'; จำนวนสถานะที่ถูกแบนสูงสุดหมายถึงสูงสุด (นับ (สถานะ = 'แบน'))),moderate,24.80 วินาที,24.80196499824524
519,"ภาษาของชุด ""Battlebond"" คืออะไร?","ชุด ""Battlebond"" หมายถึง Name = 'Battlebond'",simple,17.61 วินาที,17.60946297645569
520,ใครคือนักวาดภาพประกอบที่แสดงจำนวนการ์ดน้อยที่สุด? แสดงรายการรูปแบบการเล่นของการ์ดที่เขา/เธอแสดง,รูปแบบของการ์ดหมายถึงรูปแบบ Illustrator หมายถึงศิลปิน; บัตรจำนวนน้อยที่สุดหมายถึง min (ศิลปิน),moderate,23.89 วินาที,23.886102199554443
521,ในบรรดาการ์ดที่มีรูปแบบเฟรมรุ่นคือปี 1997 สถานะของการ์ดที่แสดงโดย D. Alexander Gregory ในรูปแบบการเล่นแบบดั้งเดิมที่มีเนื้อหาที่ละเอียดอ่อนหรือพ่อมดของชายฝั่งคืออะไร?,รูปแบบเฟรมคือ 1997 หมายถึง frameversion = '1997'; ภาพประกอบโดย D. Alexander Gregory หมายถึงศิลปิน = 'D. Alexander Gregory '; เนื้อหาที่ละเอียดอ่อนหมายถึง HascontentWarning = 1; รูปแบบการเล่นแบบดั้งเดิมหมายถึง format = 'legacy'; สถานะของบัตรหมายถึงสถานะ,challenging,24.39 วินาที,24.392375946044922
522,การ์ดใบใดที่ติดอันดับ 1 ใน Edhrec? แสดงรายการชื่อการ์ดทั้งหมดและรูปแบบการเล่นที่ถูกแบน,อันดับที่ 1 ใน Edhrec หมายถึง Edhrecrank = 1; แบนหมายถึงสถานะ = 'แบน'; รูปแบบการเล่นหมายถึงรูปแบบ ชื่อการ์ดหมายถึงชื่อ,moderate,21.20 วินาที,21.199547290802002
523,จำนวนชุดเฉลี่ยต่อปีที่ปล่อยออกมาระหว่าง 1/1/2012 ถึง 12/31/2015 คืออะไร? ระบุ langugage ทั่วไปของการ์ด,avg (id); เปิดตัวระหว่าง 1/1/2012 ถึง 12/31/2015; ภาษาทั่วไปหมายถึงสูงสุด (นับ (ภาษา)),challenging,23.49 วินาที,23.489831924438477
524,แสดงรายการศิลปินที่แสดงการ์ดที่มีเส้นขอบสีดำซึ่งมีเฉพาะในเวที,เส้นขอบสีดำหมายถึง BorderColor = 'Black'; มีเฉพาะใน Arena หมายถึง Availability = 'Arena',simple,18.80 วินาที,18.797850131988525
525,ค้นหา uuid ของการ์ดที่รูปแบบโรงเรียนเก่าถูก จำกัด หรือห้าม,รูปแบบโรงเรียนเก่าหมายถึง format = 'OldSchool'; ถูก จำกัด หรือถูกแบนหมายถึงสถานะ = 'แบน' หรือ 'จำกัด ',simple,22.86 วินาที,22.863450288772583
526,ในบรรดาการ์ดที่ออกแบบโดย Matthew D. Wilson มีกี่รายการเท่านั้นในกระดาษ?,การ์ดที่ออกแบบโดย Matthew D. Wilson หมายถึงศิลปิน = 'Matthew D. Wilson'; มีเฉพาะในกระดาษหมายถึงความพร้อมใช้งาน = 'กระดาษ',simple,19.75 วินาที,19.748960733413696
527,คำวินิจฉัยของการ์ดที่ตั้งชื่อและออกแบบโดย Kev Walker คืออะไร? แสดงรายการตามลำดับของวันที่,คำวินิจฉัยหมายถึงข้อความ; การ์ดชื่อและออกแบบโดย Kev Walker หมายถึงศิลปิน = 'Kev Walker'; ลำดับจากมากไปน้อยของวันที่หมายถึงสูงสุด (วันที่);,moderate,23.63 วินาที,23.633563995361328
528,แสดงชื่อของการ์ดทั้งหมดในชั่วโมงที่กำหนดของการทำลายล้างและค้นหารูปแบบที่การ์ดเหล่านี้ถูกกฎหมาย,ชั่วโมงการทำลายล้างหมายถึง set.name = 'ชั่วโมงแห่งการทำลายล้าง'; ชื่อของการ์ดทั้งหมดในชุดหมายถึงการ์ดชื่อ; บัตรกฎหมายหมายถึงสถานะ = 'กฎหมาย'; รูปแบบหมายถึงรูปแบบ,challenging,27.71 วินาที,27.711138010025024
529,ค้นหาและแสดงชื่อชื่อของชุดที่ไม่มีการแปลภาษาญี่ปุ่น แต่มีการแปลภาษาเกาหลี,ชื่อของชุดหมายถึงชื่อ; ไม่มีการแปลภาษาญี่ปุ่นหมายถึงภาษาที่ไม่เหมือน '%ญี่ปุ่น%'; มีการแปลภาษาเกาหลีหมายถึงภาษา = 'เกาหลี',moderate,22.97 วินาที,22.965068101882935
530,แสดงรายการสไตล์เฟรมและการ์ดทั้งหมด Allen Williams ทำงานและค้นหาการ์ดที่ถูกแบนหากมี,รูปแบบเฟรมหมายถึงกรอบ การ์ดอัลเลนวิลเลียมส์ทำงานเกี่ยวกับศิลปิน = 'อัลเลนวิลเลียมส์'; การ์ดที่ถูกแบนหมายถึงสถานะ = 'แบน',moderate,406 นาที 30.45 วินาที (24390.45 วินาที),24390.45114326477
531,ผู้ใช้รายใดที่มีชื่อเสียงสูงกว่า Harlan หรือ Jarrod Dixon?,"""Harlan"" และ ""Jarrod Dixon"" เป็นทั้ง DisplayName; ชื่อเสียงสูงสุดหมายถึง Max (ชื่อเสียง)",simple,16.75 วินาที,16.75016498565674
532,โปรดแสดงรายการชื่อที่แสดงของผู้ใช้ทั้งหมดที่มีการสร้างบัญชีในปี 2011,บัญชีที่สร้างขึ้นในปี 2554 หมายถึงปี (CreationDate) = 2011,simple,10.09 วินาที,10.088879108428955
533,มีผู้ใช้กี่คนที่เข้าถึงเว็บไซต์ล่าสุดหลังจาก 2014/9/1,เข้าถึงล่าสุดหลังจาก 2014/9/1 หมายถึง LastAccessDate> '2014-09-01',simple,10.07 วินาที,10.070943117141724
534,ชื่อการแสดงผลของผู้ใช้ที่มีจำนวนมุมมองมากที่สุดคืออะไร?,ผู้ใช้ที่มีมุมมองจำนวนมากที่สุดหมายถึง MAX (มุมมอง),simple,8.04 วินาที,8.043137073516846
535,ในบรรดาผู้ใช้ที่มี upvotes มากกว่า 100 คนมีกี่คนที่มี downvotes มากกว่า 1?,มากกว่า 100 upvotes หมายถึง upvotes> 100; downvotes มากกว่า 1 หมายถึง downvotes> 1,simple,10.12 วินาที,10.124737024307251
536,มีผู้ใช้มากกว่า 10 ครั้งที่สร้างบัญชีของพวกเขาหลังจากปี 2013?,มากกว่า 10 ครั้งหมายถึงการดู> 10; สร้างหลังจากปี 2013 หมายถึงปี (CreationDate)> 2013,simple,9.09 วินาที,9.093791007995605
537,CSGillespie ผู้ใช้มีโพสต์กี่โพสต์?,"""CSGILLESPIE"" เป็นชื่อของผู้ใช้",simple,9.88 วินาที,9.875125885009766
538,โปรดแสดงรายการชื่อของโพสต์ที่ผู้ใช้ CSGillespie เป็นเจ้าของ?,"""CSGILLESPIE"" เป็นชื่อของผู้ใช้",simple,9.27 วินาที,9.269795894622803
539,ใครคือเจ้าของโพสต์,"""นักบวชจากผู้เชี่ยวชาญ"" เป็นชื่อของโพสต์; เจ้าของหมายถึง DisplayName",simple,7.09 วินาที,7.087526082992554
540,ชื่อของโพสต์ที่ CSGillespie เป็นเจ้าของและมีความนิยมสูงสุดคืออะไร?,"""CSGILLESPIE"" เป็นชื่อจอแสดงผลของผู้ใช้ ความนิยมสูงสุดหมายถึง Max (ViewCount)",simple,9.95 วินาที,9.951547145843506
541,ชื่อการแสดงผลของผู้ใช้คืออะไรเจ้าของโพสต์ที่มีค่าที่สุดคืออะไร?,โพสต์ที่มีค่าที่สุดหมายถึง Max (ข้อดี),simple,8.09 วินาที,8.085365056991577
542,จำนวนความคิดเห็นทั้งหมดของโพสต์ทั้งหมดที่ CSGillespie เป็นเจ้าของคืออะไร?,"""CSGILLESPIE"" เป็นชื่อจอแสดงผลของผู้ใช้ จำนวนความคิดเห็นทั้งหมดหมายถึงผลรวม (comminentcount)",simple,10.11 วินาที,10.106698989868164
543,สำหรับโพสต์ที่ได้รับคำตอบจำนวนมากที่สุดที่ CSGillespie เป็นเจ้าของแล้วจะได้รับคำตอบกี่คำ?,"""CSGILLESPIE"" เป็นชื่อจอแสดงผลของผู้ใช้ จำนวนคำตอบมากที่สุดหมายถึง Max (ตอบคำถาม)",simple,13.92 วินาที,13.919076919555664
544,"ชื่อการแสดงผลของผู้ใช้ที่แก้ไขโพสต์ล่าสุด ""ตัวอย่างสำหรับการสอน: ความสัมพันธ์ไม่ได้หมายถึงสาเหตุ""?","""ตัวอย่างสำหรับการสอน: ความสัมพันธ์ไม่ได้หมายถึงสาเหตุ"" เป็นชื่อของโพสต์; ผู้ใช้ที่แก้ไขครั้งล่าสุดหมายถึง LastEditorUserID",moderate,10.59 วินาที,10.58792495727539
545,ในบรรดาโพสต์ที่เป็นเจ้าของโดย Csgillespie มีโพสต์รูทกี่อัน?,"""CSGILLESPIE"" เป็นชื่อจอแสดงผลของผู้ใช้ รูทโพสต์หมายถึง parentid เป็นโมฆะ",simple,9.69 วินาที,9.691642045974731
546,โปรดแสดงรายการชื่อที่แสดงของผู้ใช้ทั้งหมดที่เป็นเจ้าของโพสต์ที่ได้รับการตกแต่งอย่างดี,โพสต์ที่ได้รับการตกแต่งอย่างดีหมายถึงปิดวันนั้นไม่ใช่ NULL,simple,11.94 วินาที,11.944691896438599
547,ในบรรดาโพสต์ที่เป็นเจ้าของโดยผู้ใช้ผู้สูงอายุมีกี่คนที่มีคะแนนมากกว่า 19?,ผู้ใช้ผู้สูงอายุหมายถึงอายุ> 65; คะแนนมากกว่า 19 หมายถึงคะแนน> = 20,simple,10.65 วินาที,10.645797967910767
548,"ตำแหน่งของเจ้าของโพสต์ ""นักบวชที่ออกมาจากผู้เชี่ยวชาญ"" คืออะไร?",เจ้าของหมายถึงเจ้าของ 'นักบวชจากผู้เชี่ยวชาญ' เป็นชื่อของโพสต์,simple,10.41 วินาที,10.413140058517456
549,"แท็ก ""Bayesian"" ที่คัดค้านจากโพสต์ใด กรุณาให้ร่างกายของโพสต์","""Bayesian"" คือ Tagname; ข้อความที่ตัดตอนมาจากการอ้างอิงถึง excerptPostId",simple,8.25 วินาที,8.248208284378052
550,แท็กที่ได้รับความนิยมมากที่สุดจากโพสต์ใด กรุณาให้ร่างกายของโพสต์,แท็กยอดนิยมมากที่สุดหมายถึงสูงสุด (นับ); ข้อความที่ตัดตอนมาจากการอ้างถึง excerptPostId,simple,12.10 วินาที,12.099241018295288
551,CSGillespie ผู้ใช้ได้รับตรากี่ตัว?,"""CSGILLESPIE"" เป็นชื่อของผู้ใช้",simple,9.78 วินาที,9.782451868057251
552,โปรดแสดงชื่อชื่อของป้ายที่ได้รับจาก CSGillespie,"""CSGILLESPIE"" เป็นชื่อของผู้ใช้",simple,9.13 วินาที,9.1344633102417
553,ในบรรดาป้ายที่ได้รับจาก Csgillespie มีกี่คนที่ได้รับในปี 2011?,"""CSGILLESPIE"" เป็นชื่อจอแสดงผลของผู้ใช้ ได้รับในปี 2554 หมายถึงปี (วันที่) = 2011",simple,11.67 วินาที,11.667285680770874
554,ชื่อการแสดงผลของผู้ใช้ที่ได้รับป้ายจำนวนมากที่สุดคืออะไร?,ใครได้รับป้ายจำนวนมากที่สุดหมายถึง UserID ที่มีค่าสูงสุด (นับ (ID)),simple,11.72 วินาที,11.723466157913208
555,คะแนนเฉลี่ยของโพสต์ที่ผู้ใช้ CSGillespie เป็นเจ้าของคืออะไร?,"""CSGILLESPIE"" เป็นชื่อจอแสดงผลของผู้ใช้ คะแนนเฉลี่ยหมายถึง AVG (คะแนน)",simple,9.48 วินาที,9.47675895690918
556,จำนวนป้ายเฉลี่ยที่ได้รับจากผู้ใช้ที่มีมากกว่า 200 ครั้ง?,ผู้ใช้ที่มีมุมมองมากกว่า 200 ครั้งหมายถึงการดู> 200; จำนวนเฉลี่ยของป้าย = หาร (นับ (รหัส) นับ (แสดงชื่อ))),simple,12.87 วินาที,12.869484663009644
557,ในบรรดาโพสต์ที่มีคะแนนมากกว่า 5 เปอร์เซ็นต์ของพวกเขาเป็นเจ้าของโดยผู้ใช้ผู้สูงอายุคืออะไร?,คะแนนมากกว่า 5 หมายถึงคะแนน> 5; ผู้ใช้ผู้สูงอายุหมายถึงอายุ> 65; เปอร์เซ็นต์ = หาร (นับ (รหัสที่อายุ> 65) นับ (id)) * 100,moderate,17.02 วินาที,17.0211398601532
558,ผู้ใช้หมายเลข 58 ลงคะแนนกี่คะแนนในปี 2010/7/19?,หมายเลขผู้ใช้ 58 หมายถึง userId = 58; เมื่อวันที่ 2010/7/19 หมายถึง CreationDate = '2010-07-19',simple,11.44 วินาที,11.443872928619385
559,ระบุวันที่สร้างของจำนวนคะแนนสูงสุด,วันที่สร้างของจำนวนคะแนนสูงสุดหมายถึง CreationDate โดยที่สูงสุด (นับ (ID)),simple,8.27 วินาที,8.270549058914185
560,"ให้จำนวนป้าย ""ฟื้นฟู""",หมายเลขหมายถึง ID; 'Revival' เป็นชื่อของตรา,simple,8.12 วินาที,8.120481967926025
561,ชื่อเรื่องของโพสต์ที่มีความคิดเห็นสูงสุดคืออะไร?,ความคิดเห็นคะแนนสูงสุดหมายถึง Max (comments.score),simple,11.90 วินาที,11.896677732467651
562,สำหรับโพสต์ที่มีมุมมอง 1910 นับจำนวนความคิดเห็นได้รับกี่ความคิดเห็น?,,simple,9.83 วินาที,9.831869840621948
563,ผู้ใช้หมายเลข 3025 ให้ความคิดเห็นเวลา 20:29:39 น. เมื่อวันที่ 2014/4/23 ถึงโพสต์โพสต์ที่ชื่นชอบจำนวนเท่าใด,หมายเลขผู้ใช้ 3025 หมายถึง userId = '3025'; ความคิดเห็นที่ 20:29:39 เมื่อวันที่ 2014/4/23 หมายถึง CreationDate = '2014/4/23 20: 29: 39.0',moderate,17.80 วินาที,17.798423051834106
564,ให้ข้อความแสดงความคิดเห็นเพียงข้อความเดียวของโพสต์ด้วยรหัสผู้ปกครอง 107829,หนึ่งความคิดเห็นหมายถึงความคิดเห็น count = '1',simple,15.83 วินาที,15.83433198928833
565,ผู้ใช้หมายเลข 23853 ให้ความเห็นเกี่ยวกับโพสต์เวลา 9:08:18 น. เมื่อปี 2013/7/12 โพสต์นั้นได้รับรู้ดีหรือไม่?,หมายเลขผู้ใช้ 23853 หมายถึง userId = '23853'; เวลา 9:08:18 น. เมื่อปี 2013/7/12 หมายถึง CreationDate = '2013-07-12 09: 08: 18.0'; ไม่ได้รับการตกแต่งอย่างดีหมายถึง scolddate เป็นโมฆะและในทางกลับกัน,moderate,19.02 วินาที,19.01548194885254
566,สำหรับผู้ใช้เจ้าของโพสต์หมายเลข 65041 คะแนนชื่อเสียงของเขา/เธอคืออะไร?,โพสต์หมายเลข 65041 หมายถึง id = '65041'; จุดชื่อเสียงหมายถึงชื่อเสียง,simple,18.27 วินาที,18.272820949554443
567,"สำหรับผู้ใช้ที่มีชื่อที่แสดงของ ""Tiago Pasqualini"" เขา/เธอเป็นเจ้าของโพสต์กี่โพสต์?","""Tiago Pasqualini"" เป็นชื่อ DisplayName;",simple,8.91 วินาที,8.910950183868408
568,ระบุชื่อที่แสดงของผู้ใช้ที่ทำคะแนนเสียงหมายเลข 6347,ไม่โหวต 6347 หมายถึง id = '6347',simple,8.74 วินาที,8.73500108718872
569,ให้จำนวนคะแนนโหวตสำหรับโพสต์เกี่ยวกับการสร้างภาพข้อมูล,เกี่ยวกับการสร้างภาพข้อมูลเป็นชื่อที่มี 'การสร้างภาพข้อมูล';,simple,8.86 วินาที,8.856192827224731
570,"สำหรับผู้ใช้ที่มีชื่อแสดงคือ ""DatepicCoderguywhoprograms"" ชื่อของเขา/เธอคืออะไร?","""DatepicCoderguywhoprograms"" เป็นชื่อ DisplayName;",simple,9.39 วินาที,9.390686273574829
571,สำหรับผู้ใช้หมายเลข 24 จำนวนโพสต์ของเขา/เธอกี่ครั้งเมื่อเทียบกับคะแนนเสียงของเขา/เธอ?,หมายเลขผู้ใช้ 24 หมายถึง userId = ownowUserId = '24'; เวลาโพสต์ของเขา/เธอมากกว่าการโหวต = หาร (นับ (post.id) นับ (โหวต)),moderate,13.18 วินาที,13.177051067352295
572,โพสต์มีมุมมองกี่มุมมอง 'การรวม Weka และ/หรือ rapidminer ลงใน Informatica PowerCenter/Developer' ได้รับ?,"""การรวม WEKA และ/หรือ RapidMiner เข้ากับ Informatica PowerCenter/Developer"" เป็นชื่อของโพสต์; มุมมองหมายถึง ViewCount",moderate,10.79 วินาที,10.788867950439453
573,เขียนเนื้อหาของความคิดเห็นด้วยคะแนน 17,คะแนน 17 หมายถึงคะแนน = 17; เนื้อหาของความคิดเห็นหมายถึงข้อความ,simple,8.11 วินาที,8.107906103134155
574,ผู้ใช้รายใดมี URL เว็บไซต์ที่ระบุไว้ที่ 'http://stackoverflow.com',"""http://stackoverflow.com"" เป็นเว็บไซต์ ผู้ใช้หมายถึง DisplayName",simple,9.20 วินาที,9.204477310180664
575,ชื่อตราที่ผู้ใช้ 'SilentGhost' ได้รับคืออะไร?,"""SilentGhost"" เป็นชื่อผู้ใช้",simple,9.39 วินาที,9.390626192092896
576,ตั้งชื่อผู้ใช้ที่แสดงความคิดเห็นว่า 'ขอบคุณผู้ใช้ 93!',"""ขอบคุณ user93"" เป็นข้อความของความคิดเห็น; ผู้ใช้หมายถึง DisplayName",simple,10.17 วินาที,10.165735721588135
577,เขียนความคิดเห็นทั้งหมดที่ทำโดยผู้ใช้ 'A Lion',"""A Lion"" เป็นชื่อ DisplayName ของผู้ใช้ ความคิดเห็นหมายถึงข้อความ",simple,12.62 วินาที,12.616018056869507
578,ผู้ใช้รายใดที่ทำโพสต์เรื่อง 'ทำความเข้าใจว่า Dassault Isight กำลังทำอะไรอยู่?' และชื่อเสียงของผู้ใช้ราคาเท่าไหร่?,"""เข้าใจว่า Dassault Isight กำลังทำอะไรอยู่?"" เป็นชื่อของโพสต์; ผู้ใช้หมายถึง DisplayName;",moderate,12.50 วินาที,12.499741077423096
579,เขียนความคิดเห็นทั้งหมดที่ทำในโพสต์เรื่อง 'Gentle Boosting แตกต่างจาก Adaboost อย่างไร',"""Gentle Boosting แตกต่างจาก Adaboost อย่างไร"" เป็นชื่อของโพสต์; ความคิดเห็นหมายถึงข้อความ",simple,13.09 วินาที,13.087601900100708
580,ชื่อผู้ใช้ 10 คนที่มีชื่อป้าย 'Necromancer',"""Necromancer"" เป็นชื่อของป้าย; ผู้ใช้หมายถึง DisplayName",simple,14.99 วินาที,14.990869045257568
